data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
synth_disj_10,100000,4,3,0,49743,0.4974,other,synthetic,3.0,1.13,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.61,0.21,0.21,1.0,0.25,0.34,2.0,4.0,3.0,2.0,0.1,0.65,0.3,0.3,1.0,0.35,0.47,3.0,9.0,5.0,3.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,10.0,105.0,19.0,10.5,8.0,2.91,0.61,0.21,0.21,1.0,0.25,0.34,2.0,3.0,2.0,1.5,3.0,17.5,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,16.57,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,16.8,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,0.3,0.61,0.21,0.21,1.0,0.25,0.34,2.0,4.0,2.0,2.0,2.79,0.61,0.21,0.21,1.0,0.25,0.34,2.0,3.0,2.0,1.5,10.0,2.95,0.65,0.3,0.3,1.0,0.35,0.47,3.0,5.0,2.0,1.67,3.0,0.65,0.3,0.3,1.0,0.35,0.47,3.0,5.0,2.0,1.67,54.0,3.07,0.5,0.0,0.6,0.5,0.57,0.54,1.0,1.0,1.0,1.0,419.87,0.55,0.1,0.1,0.97,0.12,0.18,1.0,1.0,1.0,1.0,18.38,0.5,0.0,0.27,0.5,0.29,0.35,2.0,4.0,3.0,2.0,-1.0,,,,,,,,,,,1.98,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.61,0.21,0.21,1.0,0.25,0.34,2.0,5.0,3.0,2.5,0.65,0.6,0.2,0.2,1.0,0.24,0.33,2.0,5.0,3.0,2.5,0.21,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_disj_100,100000,4,3,0,50471,0.5047,other,synthetic,3.0,1.19,1.0,1.0,1.0,1.0,1.0,1.0,0.09,0.51,0.02,1.0,0.51,0.84,0.68,3.0,10.0,4.0,3.33,0.12,0.52,0.03,1.0,0.51,0.84,0.68,4.0,18.0,6.0,4.5,1.89,1.0,1.0,1.0,1.0,1.0,1.0,100.0,10099.0,199.0,100.99,8.0,3.53,0.51,0.02,1.0,0.51,0.84,0.68,2.0,3.0,2.0,1.5,3.0,177.05,1.0,0.99,0.99,1.0,1.0,1.0,100.0,199.0,2.0,1.99,199.8,1.0,0.99,0.99,1.0,1.0,1.0,100.0,199.0,2.0,1.99,203.96,1.0,0.99,0.99,1.0,1.0,1.0,100.0,199.0,2.0,1.99,0.32,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.26,0.51,0.02,1.0,0.51,0.84,0.68,2.0,3.0,2.0,1.5,10.0,3.53,0.52,0.03,1.0,0.51,0.84,0.68,3.0,5.0,2.0,1.67,5.78,0.52,0.03,1.0,0.51,0.84,0.68,3.0,5.0,2.0,1.67,54.0,5.1,0.5,0.0,0.8,0.51,0.72,0.62,1.0,1.0,1.0,1.0,418.24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.59,0.5,0.0,0.79,0.51,0.71,0.62,3.0,9.0,3.0,3.0,-1.0,,,,,,,,,,,1.87,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.41,0.51,0.02,1.0,0.51,0.84,0.68,4.0,11.0,3.0,2.75,0.99,0.51,0.02,1.0,0.51,0.84,0.68,2.0,5.0,3.0,2.5,0.21,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_disj_1000,100000,4,3,0,49821,0.4982,other,synthetic,3.0,1.18,0.57,0.14,0.58,0.56,0.57,0.57,0.08,0.5,0.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,2.5,0.12,0.5,0.0,0.0,1.0,0.0,0.01,3.0,10.0,5.0,3.33,18.3,0.99,0.97,0.99,0.99,0.99,0.99,,,,,8.0,1.54,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.93,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.5,0.0,1.0,0.5,0.83,0.66,30.0,66.0,5.0,2.2,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.5,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.5,10.0,3.44,0.5,0.0,0.0,1.0,0.0,0.01,3.0,5.0,2.0,1.67,1.98,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.28,0.5,0.0,0.19,0.49,0.22,0.28,1.0,2.0,2.0,2.0,412.95,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.5,0.0,0.42,0.5,0.43,0.45,2.0,10.0,6.0,5.0,-1.0,,,,,,,,,,,1.92,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,export,,,
synth_disj_2,100000,4,3,0,50010,0.5001,other,synthetic,3.0,0.58,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.5,0.05,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.5,0.05,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.5,6.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.5,3.0,3.45,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.33,3.46,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.33,3.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.33,0.28,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.5,6.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.5,1.02,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.5,54.0,6.39,0.9,0.8,1.0,0.83,0.96,0.91,2.0,3.0,2.0,1.5,413.67,0.99,0.99,0.99,1.0,0.99,0.99,3.0,4.0,2.0,1.33,32.77,0.9,0.8,1.0,0.83,0.96,0.91,2.0,3.0,2.0,1.5,0.49,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.88,0.75,0.86,0.89,0.86,0.87,2.0,4.0,2.0,2.0,0.26,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.5,0.26,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.5,0.36,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.5,,,,,
synth_disj_3,100000,4,3,0,50081,0.5008,other,synthetic,3.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.83,0.66,0.66,1.0,0.71,0.8,2.0,6.0,4.0,3.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,5.0,3.67,0.06,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,5.0,3.67,8.0,1.85,0.83,0.66,0.66,1.0,0.71,0.8,2.0,4.0,2.0,2.0,3.0,5.53,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,1.6,5.6,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,1.6,5.9,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,1.6,0.3,0.83,0.66,0.66,1.0,0.71,0.8,2.0,4.0,2.0,2.0,-1.0,,,,,,,,,,,10.0,1.31,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.67,1.67,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.67,54.0,7.29,0.87,0.73,0.86,0.87,0.86,0.87,3.0,5.0,2.0,1.67,412.82,0.67,0.34,0.34,1.0,0.39,0.51,1.0,1.0,1.0,1.0,22.26,0.87,0.73,0.86,0.87,0.86,0.87,3.0,5.0,2.0,1.67,0.47,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.76,0.52,0.64,0.84,0.67,0.73,2.0,4.0,2.0,2.0,0.34,0.83,0.66,0.66,1.0,0.71,0.8,3.0,9.0,3.0,3.0,0.59,0.83,0.66,0.66,1.0,0.71,0.8,2.0,5.0,3.0,2.5,0.31,0.67,0.33,1.0,0.6,0.88,0.75,1.0,1.0,1.0,1.0,,,training,,
synth_disj_4,100000,4,3,0,49797,0.498,other,synthetic,3.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.75,0.49,0.49,1.0,0.55,0.66,2.0,4.0,3.0,2.0,0.08,0.87,0.75,0.75,1.0,0.79,0.85,3.0,10.0,6.0,3.33,0.08,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,7.0,4.25,8.0,-1.0,,,,,,,,,,,3.0,6.8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.75,7.12,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.75,7.46,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.75,0.31,0.75,0.49,0.49,1.0,0.55,0.66,2.0,4.0,2.0,2.0,1.54,0.75,0.49,0.49,1.0,0.55,0.66,2.0,3.0,2.0,1.5,10.0,1.73,0.88,0.75,1.0,0.8,0.95,0.89,3.0,5.0,2.0,1.67,2.24,0.88,0.75,1.0,0.8,0.95,0.89,3.0,5.0,2.0,1.67,54.0,17.06,0.8,0.61,0.9,0.75,0.87,0.82,4.0,7.0,2.0,1.75,412.38,0.62,0.24,0.25,0.99,0.29,0.39,1.0,1.0,1.0,1.0,35.08,0.8,0.61,0.75,0.84,0.77,0.79,5.0,10.0,3.0,2.0,0.45,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.7,0.41,1.0,0.63,0.89,0.77,4.0,12.0,3.0,3.0,0.33,0.75,0.49,0.49,1.0,0.55,0.66,2.0,5.0,3.0,2.5,0.61,0.75,0.51,0.76,0.75,0.75,0.75,2.0,5.0,3.0,2.5,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,training,
synth_disj_5,100000,4,3,0,50017,0.5002,other,synthetic,3.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.7,0.4,1.0,0.62,0.89,0.77,3.0,9.0,4.0,3.0,0.09,0.8,0.6,0.6,1.0,0.65,0.75,3.0,11.0,6.0,3.67,0.1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,28.0,9.0,5.6,8.0,2.67,0.7,0.4,1.0,0.62,0.89,0.77,2.0,3.0,2.0,1.5,3.0,9.53,1.0,1.0,1.0,1.0,1.0,1.0,7.0,13.0,2.0,1.86,9.83,1.0,1.0,1.0,1.0,1.0,1.0,7.0,13.0,2.0,1.86,10.31,1.0,1.0,1.0,1.0,1.0,1.0,7.0,13.0,2.0,1.86,0.31,0.7,0.4,1.0,0.62,0.89,0.77,2.0,4.0,2.0,2.0,2.67,0.7,0.4,1.0,0.62,0.89,0.77,2.0,3.0,2.0,1.5,10.0,2.14,0.8,0.6,1.0,0.71,0.93,0.83,3.0,5.0,2.0,1.67,3.63,0.8,0.6,1.0,0.71,0.93,0.83,3.0,5.0,2.0,1.67,54.0,5.42,0.98,0.97,0.98,0.98,0.98,0.98,5.0,9.0,2.0,1.8,422.48,0.6,0.2,0.2,1.0,0.24,0.33,1.0,1.0,1.0,1.0,12.69,0.98,0.97,0.98,0.98,0.98,0.98,5.0,9.0,2.0,1.8,0.49,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.69,0.37,0.78,0.66,0.75,0.71,2.0,4.0,2.0,2.0,0.33,0.7,0.4,1.0,0.62,0.89,0.77,2.0,5.0,3.0,2.5,0.63,0.7,0.4,0.8,0.66,0.77,0.73,2.0,5.0,3.0,2.5,0.32,0.6,0.2,1.0,0.55,0.86,0.71,1.0,1.0,1.0,1.0,,,,,
synth_disj_6,100000,4,3,0,50064,0.5006,other,synthetic,3.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.66,0.33,0.33,1.0,0.38,0.49,2.0,4.0,3.0,2.0,0.1,0.75,0.5,0.5,1.0,0.55,0.66,3.0,9.0,5.0,3.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,6.0,36.0,11.0,6.0,8.0,2.57,0.66,0.33,0.33,1.0,0.38,0.49,2.0,3.0,2.0,1.5,3.0,11.31,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,2.0,1.88,11.54,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,2.0,1.88,11.79,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,2.0,1.88,0.3,0.66,0.33,0.33,1.0,0.38,0.49,2.0,4.0,2.0,2.0,2.91,0.66,0.33,0.33,1.0,0.38,0.49,2.0,3.0,2.0,1.5,10.0,2.85,0.75,0.5,0.5,1.0,0.55,0.66,3.0,5.0,2.0,1.67,2.25,0.75,0.5,0.5,1.0,0.55,0.66,3.0,5.0,2.0,1.67,54.0,25.98,0.7,0.4,0.8,0.67,0.77,0.73,4.0,7.0,2.0,1.75,419.97,0.58,0.16,0.16,1.0,0.2,0.28,1.0,1.0,1.0,1.0,28.85,0.7,0.4,0.7,0.7,0.7,0.7,4.0,7.0,2.0,1.75,-1.0,,,,,,,,,,,1.91,0.63,0.26,0.63,0.63,0.63,0.63,4.0,12.0,3.0,3.0,0.35,0.66,0.33,0.33,1.0,0.38,0.49,2.0,5.0,3.0,2.5,0.65,0.67,0.33,0.5,0.75,0.53,0.6,6.0,18.0,3.0,3.0,0.32,0.59,0.17,1.0,0.55,0.86,0.71,1.0,1.0,1.0,1.0,training,,,,
synth_disj_7,100000,4,3,0,50016,0.5002,other,synthetic,3.0,1.36,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.64,0.28,0.28,1.0,0.33,0.44,2.0,6.0,4.0,3.0,0.1,0.71,0.43,0.43,1.0,0.48,0.6,3.0,12.0,6.0,4.0,0.14,1.0,1.0,1.0,1.0,1.0,1.0,7.0,55.0,13.0,7.86,8.0,2.51,0.64,0.28,1.0,0.58,0.88,0.74,2.0,3.0,2.0,1.5,3.0,13.63,1.0,1.0,1.0,1.0,1.0,1.0,10.0,19.0,2.0,1.9,14.21,1.0,1.0,1.0,1.0,1.0,1.0,10.0,19.0,2.0,1.9,14.74,1.0,1.0,1.0,1.0,1.0,1.0,10.0,19.0,2.0,1.9,0.31,0.64,0.28,0.28,1.0,0.33,0.44,2.0,4.0,2.0,2.0,3.0,0.64,0.28,0.28,1.0,0.33,0.44,2.0,4.0,2.0,2.0,10.0,3.48,0.72,0.43,1.0,0.64,0.9,0.78,3.0,5.0,2.0,1.67,2.42,0.72,0.43,1.0,0.64,0.9,0.78,3.0,5.0,2.0,1.67,54.0,7.97,0.61,0.22,0.71,0.6,0.68,0.65,2.0,3.0,2.0,1.5,416.36,0.57,0.14,0.14,0.99,0.17,0.25,1.0,1.0,1.0,1.0,11.46,0.61,0.22,0.71,0.6,0.68,0.65,2.0,3.0,2.0,1.5,-1.0,,,,,,,,,,,1.98,0.59,0.18,0.38,0.66,0.42,0.48,2.0,4.0,2.0,2.0,0.34,0.64,0.28,0.28,1.0,0.33,0.44,2.0,5.0,3.0,2.5,0.65,0.64,0.28,0.28,1.0,0.33,0.44,2.0,5.0,3.0,2.5,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_disj_8,100000,4,3,0,50047,0.5005,other,synthetic,3.0,1.05,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.62,0.24,1.0,0.57,0.87,0.73,3.0,8.0,4.0,2.67,0.1,0.69,0.38,0.38,1.0,0.44,0.55,3.0,9.0,5.0,3.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,8.0,64.0,15.0,8.0,8.0,2.67,0.62,0.24,1.0,0.57,0.87,0.73,2.0,3.0,2.0,1.5,3.0,13.86,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,14.34,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,14.78,1.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,2.0,1.85,0.32,0.62,0.24,1.0,0.57,0.87,0.73,2.0,4.0,2.0,2.0,2.86,0.62,0.24,1.0,0.57,0.87,0.73,2.0,3.0,2.0,1.5,10.0,3.05,0.69,0.38,0.38,1.0,0.44,0.55,3.0,5.0,2.0,1.67,3.49,0.69,0.38,0.38,1.0,0.44,0.55,3.0,5.0,2.0,1.67,54.0,5.65,0.6,0.2,0.71,0.58,0.68,0.64,2.0,3.0,2.0,1.5,415.19,0.56,0.13,0.13,0.99,0.16,0.23,1.0,1.0,1.0,1.0,9.03,0.6,0.2,0.61,0.6,0.6,0.6,2.0,3.0,2.0,1.5,-1.0,,,,,,,,,,,2.12,0.57,0.14,0.46,0.59,0.48,0.51,2.0,4.0,2.0,2.0,0.34,0.62,0.24,1.0,0.57,0.87,0.73,2.0,5.0,3.0,2.5,0.64,0.62,0.24,1.0,0.57,0.87,0.73,6.0,18.0,3.0,3.0,0.23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_disj_9,100000,4,3,0,50189,0.5019,other,synthetic,3.0,1.09,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.61,0.22,1.0,0.56,0.86,0.72,3.0,10.0,4.0,3.33,0.1,0.67,0.33,1.0,0.6,0.88,0.75,4.0,18.0,6.0,4.5,0.17,1.0,1.0,1.0,1.0,1.0,1.0,9.0,86.0,17.0,9.56,8.0,-1.0,,,,,,,,,,,3.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,2.0,1.83,15.31,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,2.0,1.83,15.33,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,2.0,1.83,0.31,0.61,0.22,1.0,0.56,0.86,0.72,2.0,4.0,2.0,2.0,2.97,0.61,0.22,1.0,0.56,0.86,0.72,2.0,3.0,2.0,1.5,10.0,2.95,0.67,0.33,1.0,0.6,0.88,0.75,3.0,5.0,2.0,1.67,-1.0,,,,,,,,,,,54.0,2.72,0.55,0.11,0.55,0.55,0.55,0.55,1.0,1.0,1.0,1.0,526.85,0.56,0.11,0.11,1.0,0.13,0.2,1.0,1.0,1.0,1.0,6.01,0.55,0.11,0.55,0.55,0.55,0.55,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,98.94,0.55,0.11,0.55,0.55,0.55,0.55,1.0,1.0,1.0,1.0,0.34,0.61,0.22,1.0,0.56,0.86,0.72,2.0,5.0,3.0,2.5,0.64,0.61,0.22,1.0,0.56,0.86,0.72,6.0,18.0,3.0,3.0,0.32,0.55,0.11,0.88,0.53,0.78,0.66,1.0,1.0,1.0,1.0,training,,,training,training
